Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Brazil,"Goods imports (BoP, current US$)",14605000000,18263000000,20661000000,21041000000,20554000000,25301000000,33241000000,49663000000,53301000000,60537962059,58672860908,50259540356,56976350170,56569020182,48274763553,49307163152,63813636668,74692215554,92531096870,1.22042E+11,1.74707E+11,1.28735E+11,1.82839E+11,2.27878E+11,2.25074E+11,2.41142E+11,2.3071E+11,1.72469E+11,1.39723E+11,1.60675E+11,1.96147E+11,1.99253E+11,1.78337E+11,2.47648E+11,2.96175E+11
Brunei,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,1082795670,1480390568,1257961931,1337576084,1411802452,1588325382,1991788915,2857682730,2282430795,2568019073,3756641414,4116175062,4911721891,3667930427,3215783470,2658454285,3071512368,4106071118,4999476103,5175992497,8321935371,8976821612
Bulgaria,"Goods imports (BoP, current US$)",9889000000,8960000000,7427000000,3769000000,4168700000,4611900000,3951900000,5224000000,4702600000,3059100000,3421373000,5087383597,6000151670,6693401942,7012584817,9657287789,13619145481,17204395498,22129515500,30040951021,35108727415,22153280167,23520630000,30293350000,30407630000,32069950000,31577860000,27210600000,26644460000,31364930000,35922560000,35847610000,33416930000,44026020000,53370830000
Burkina Faso,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,1034856986,1090802160,1256104568,1753073828,1386585412,1725076593,2372015405,2655620737,3328936894,3019566313,2605530312,2829434884,3255628788,3664161917,3561979470,3517024016,4419268834,
Burundi,"Goods imports (BoP, current US$)",166060044.9,151405462.2,189021758.4,195925810.5,181773957.1,172843726.8,172593875.2,175558291.5,100014313.4,96069022.12,123484187.2,97296573.14,107858715.5,108259696.7,104798697.1,130047292.7,145429103.5,188911994.7,244704991.4,254120717.5,335469828.1,343026862.6,438394337.3,552470250.2,711045615.5,675595584.2,655137799.9,603828555.5,527176200.9,647771297,676112757.4,,,,
Cambodia,"Goods imports (BoP, current US$)",,,,,443400000,471056000,744400000,1186800000,1071800000,1064000000,1165791157,1591881888,1935729763,2094019506,2360546564,2668090540,3269467154,3918271202,4771236223,4515901539,5076687162,4982125358,6587517405,8147785680,9211596155,10679623071,12021985932,13285145515,14119418262,15501619464,18806463876,22241600937,21065984619,30726238672,32005196504
Cameroon,"Goods imports (BoP, current US$)",1220755999,1136772932,1430041699,1107204362,1041399844,1005323516,1052278564,1109028840,1240674391,1454213704,1502355003,1324321193,1476891325,1786652268,1807101194,2219104521,2476988042,2884716693,3170994915,4226864765,5379557796,4289241354,4630409394,6240650560,6030872145,6278861279,7020452741,5591229015,4828109823,4830181010,5717353463,6262420717,5095127571,6529615940,
Canada,"Goods imports (BoP, current US$)",1.07835E+11,1.17422E+11,1.20638E+11,1.22584E+11,1.27558E+11,1.36927E+11,1.51925E+11,1.67288E+11,1.74132E+11,2.00313E+11,2.04405E+11,2.19964E+11,2.43653E+11,2.25808E+11,2.26967E+11,2.44638E+11,2.79223E+11,3.19981E+11,3.56734E+11,3.8846E+11,4.1765E+11,3.29188E+11,4.01726E+11,4.61045E+11,4.75455E+11,4.73442E+11,4.75387E+11,4.29745E+11,4.13307E+11,4.43194E+11,4.69161E+11,4.63037E+11,4.20478E+11,5.03887E+11,5.81882E+11
Cape Verde,"Goods imports (BoP, current US$)",102045443.5,110524645.3,119829362.1,128069226.3,167636064.7,151727418.5,195157618.4,233614590.6,205755033.6,213608092.2,209790571.2,228240434.4,222345361.7,220206018.3,268741629.4,346517049.8,422093841.1,427276652.5,544594364.1,731479395.3,815843296.1,750301671.8,805639464.4,1040267089,829856041.7,811291226.1,866701991.3,629178642.9,687435654.8,849341581.3,956957921.5,931220570.7,789113319.6,888853072.7,1055046243
Cayman Islands,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,918418792.7,992715015.3,1128100445,1331675555,1233441829,,
Central African Republic,"Goods imports (BoP, current US$)",179087859.6,185995160.9,241592019.6,178652129.5,189034945,158131770.4,130582469.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,"Goods imports (BoP, current US$)",228401567.3,240297823.4,259453308.4,249862721.5,242992037.6,215240305.1,212062327.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,"Goods imports (BoP, current US$)",4844300000,6595200000,7089200000,7456400000,9285400000,10188500000,10872100000,14644000000,17623815000,19222140000,18288420000,14681790000,17028810000,16356140000,15742541722,17867896162,22864174916,30673572807,36482993129,44478261593,58455449304,40141858478,55216025752,70665531276,75374270472,74670217340,68593775670,58544405842,55818817538,61413799389,70429568219,65776232155,55107524956,84304313989,94741204199
China,"Goods imports (BoP, current US$)",46369000000,48840000000,42354000000,50176000000,64385000000,86313000000,95271000000,1.1006E+11,1.31542E+11,69431000000,70323000000,87136000000,1.24897E+11,1.41031E+11,1.63481E+11,3.54608E+11,4.8072E+11,5.64742E+11,6.81974E+11,8.19891E+11,9.90088E+11,8.83614E+11,1.23999E+12,1.5791E+12,1.66195E+12,1.78961E+12,1.80872E+12,1.56656E+12,1.50064E+12,1.74027E+12,2.03737E+12,1.99365E+12,1.99891E+12,2.65313E+12,2.67824E+12
Colombia,"Goods imports (BoP, current US$)",4516000000,4557000000,5108000000,4548000000,6029100000,9085700000,11272968517,13128212189,13040610502,14662365510,13897196770,10226847963,11042499113,12229687350,12024451426,13195427392,15838465835,20094366338,24810016105,31116286688,37511441261,31428087783,38405832816,52125545572,56648290244,57103075809,61539344538,52050752073,43238949428,44070175427,49387004272,50518369961,41178755257,56719215736,71651700645
Comoros,"Goods imports (BoP, current US$)",44291390.57,35651412.18,45228413.27,53600701.24,58272038.12,49537332.54,44942490.37,53497049.64,,,,,,,,65011497.38,78310300.93,92599764.1,100834768,128052410.5,176597642.7,170234904,177513311.9,199736909.7,217829162.2,,240708648.8,185304455.2,184155447.9,210662018.8,247235754.9,240481557,239214555.2,253773352.2,271897681.1
"Congo, Dem. Rep.","Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,2690400000,2891600000,5257200000,6725800000,4949000000,8042500000,8915600000,8677239103,10808444682,12706297174,10574609454,12148807505,11340009688,14972692991,14631663956,11865260000,18245386097,
"Congo, Rep.","Goods imports (BoP, current US$)",522722615.6,531961081.5,512736153.1,494493384,438245535.6,500066076,612746979,654168145.3,587159755.7,648843365.7,558433780.9,522843109.9,456409967.9,681943709.8,694407979.6,833078365.6,970724599.1,1306001097,2005261515,3659441306,3302412249,3642196371,3973506061,4183550662,4088349988,4285682551,5409821462,5789624954,5074492923,,,3281430041,2237300751,,
Costa Rica,"Goods imports (BoP, current US$)",1278600000,1572000000,1796700000,1697600000,2210900000,2627600000,2727800000,3046100000,3259380000,3674760000,4300310000,4021752000,5180937181,5240709291,5618948179,6055850847,6542506146,7615032590,8843306159,10329450733,12658936708,9204799910,11040420104,13328708868,14270608616,14425143237,14784329141,14059490160,14526327122,15177744070,16350138995,15699976060,14085001057,17670962046,20105248774
Cote d'Ivoire,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,5098826667,5214045541,5944854576,6910104408,6939025075,7796223789,6675286622,9056226020,9057773559,9106696214,8565435530,7815414472,8508141107,9714987734,9477167039,9517832244,12267029418,
Croatia,"Goods imports (BoP, current US$)",,,,,,4619588794,5681287069,7744877261,8147022179,9384498497,8625388894,7673903124,6632569891,7771890871,9849820561,12956669823,15196704265,17023971544,19636562166,23667691388,27618661608,19556654025,18522333342,21076488234,19232524954,20623144410,21365264291,19216570086,20064943814,22742594167,25844860719,26098937925,23819091878,31027712885,40339369479
Cuba,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,"Goods imports (BoP, current US$)",1777429813,2165479263,2504366505,2553460866,3301089259,2374522983,2703015699,3314175871,3575723296,3317199544,3490364436,3309526561,3556606002,3552514836,3709515458,4063597386,5216153892,5785975203,6299220384,7945908544,11791504951,9031822222,9757308374,10142584693,8758411289,7845149928,7917765440,6781557972,7487272324,8781786997,9690119066,8632841485,8217264387,9344144638,10992506278
Czech Republic,"Goods imports (BoP, current US$)",,,,,,13352188735,14865720127,20841309905,22831963921,22251271129,22818209981,22487802460,25544095996,28787876345,32343324383,41289288426,58614624516,70694381723,84734951025,1.06581E+11,1.26415E+11,97660114670,1.12974E+11,1.33616E+11,1.27786E+11,1.28469E+11,1.35908E+11,1.20538E+11,1.20322E+11,1.34946E+11,1.5171E+11,1.45623E+11,1.34506E+11,1.72519E+11,1.88296E+11
Denmark,"Goods imports (BoP, current US$)",25654308476,26303576764,31197340384,32034841675,33446028102,29228814469,34299512248,43820532000,43202521215,42734245420,44021461583,43128353099,43442836591,43048436044,47810299887,54839786791,65523621893,72395157633,85054376089,98910134765,1.13439E+11,81729834217,85208376996,1.01088E+11,97155636296,1.01643E+11,1.03555E+11,88971234800,86809906900,96267343464,1.06483E+11,1.02965E+11,1.00904E+11,1.25756E+11,1.35916E+11
Djibouti,"Goods imports (BoP, current US$)",,,,206255873,210447836.8,198474012.6,193438029.3,179973103.9,172179990,176000585.2,195525571,193741876.3,206537212.8,195649360.5,197061686.6,238232960.7,261359096.6,277316693,335717219.7,473230513,574135864.6,450712071.2,373889410.9,510581191.9,564435266.5,3267627348,2590560485,2447071533,2326725598,3575649473,3602776262,4138132241,2911220396,4870111017,
Dominica,"Goods imports (BoP, current US$)",77244444.44,94422222.22,103948148.1,96474074.07,92792592.59,82185185.19,84770370.37,99107407.41,117200000,118711111.1,116351851.9,121570370.4,130388888.9,115711111.1,102357037,112591111.1,127763371.7,145931881.9,146868561.1,172344386.3,217377036.3,198225145.6,196921632.2,198936543.7,183316057.8,178635586.7,202644622.7,195356740.7,187986335.6,174260764.4,284518171.2,280941636.1,187645120.2,202557878.1,234410809.7
Dominican Republic,"Goods imports (BoP, current US$)",1608000000,1963800000,1792800000,1728800000,2174300000,2795400000,2991700000,3164200000,3580700000,4192000000,4896600000,5206800000,6416000000,5952900000,6237300000,5095900000,5368100000,7366300000,9558800000,11097300000,13564000000,9946100000,15209900000,17301600000,17673300000,16801200000,17273100000,16906500000,17398600000,17734300000,20197300000,20267800000,17105000000,24282000000,30742900000
East Timor,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,100605233.9,175665399.9,310938345.6,337619881.4,307447777.1,401937530.4,671618772.3,696204583.7,764240628.9,652926496.6,558616400,681180993.3,613171713.1,592456645.7,527333536.4,799665350.9,944928033.3
Ecuador,"Goods imports (BoP, current US$)",1583000000,1692000000,1715000000,2208000000,2083000000,2912210000,3776980000,4522570000,3993090000,4856050000,5452930000,3024910000,3653382345,5170046790,6153683277,6361006680,7673390755,9703350172,11401685522,13041130432,17906102793,14262445547,19635073726,23378937193,24512948909,26109329087,26653974326,20692541799,15860563728,19295191090,22360438411,21746620048,17094287265,23974961798,30489087833
"Egypt, Arab Rep.","Goods imports (BoP, current US$)",9377857143,8840545455,10302500000,9831000000,8901000000,9923000000,9997000000,12267000000,13169000000,14156800000,14617000000,15164800000,15382000000,13959600000,12879425000,13188562500,18895275000,23818200000,28983500000,39354300000,49607900000,39906900000,45144500000,47311500000,52350400000,48918100000,56446400000,50419900000,51066100000,52404100000,57635387500,57757587500,54282937500,70912800000,71745412500
El Salvador,"Goods imports (BoP, current US$)",966520000,1220240000,1309501095,1291384615,1560490382,1774086207,2099498783,2640673933,2478697887,2796630978,2892632781,2913100000,3514500000,3623900000,3577850000,4024200000,4510022818,5393500000,6338830000,7534000000,8388810000,6429961016,7495374374,9014775909,9159041661,9684183024,9581001124,9407327325,8975940027,9512336401,10375850688,10456505187,8945053141,13159941204,15292207033
Eritrea,"Goods imports (BoP, current US$)",,,,,350490980.8,348592654.5,488469328.7,453075987.5,552341299.9,521427818.7,507462750.7,509824934.5,471263649.1,,,,,,,,,,,,,,,,,,,,,,
Estonia,"Goods imports (BoP, current US$)",,,,,551088717.5,954689512.3,1391660498,1995828518,2452598681,2901131957,3093474607,2605215741,2815986132,3109762438,3705254239,5087993011,6569623887,7650476883,9979557772,12879297768,13638751918,8399233175,10445382754,14952616112,15440881362,15791082994,15964341383,12836310513,13337521614,14555390332,16306450331,15946533706,15489552248,20860406444,23916544834
Eswatini,"Goods imports (BoP, current US$)",449049744.5,515618104,585934291.7,634263023.2,766300541.4,773235868.1,827587411.1,1029936712,1003525611,1014545332,1015029678,996893553.3,1056597750,1051131843,965315951.2,1436216230,1640895409,1779914215,1806332937,1934670116,1529254200,1696123537,1953922457,1835288163,1779455446,1693689455,1684390547,1491809266,1449034352,1607280042,1808063032,1723320925,1498505715,1935819665,1969819550
Ethiopia(excludes Eritrea),"Goods imports (BoP, current US$)",956038647.3,817874396.1,912077294.7,470821256,992746763.3,705980000,925650167,1092783282,1002801348,1001632093,1359792497,1387160488,1131380361,1625806987,1454996526,1895034034,2768484390,3700858390,4105569045,5155645100,7206330459,6819049914,7364532216,8328868376,10547290512,10790783648,13768140261,14976930462,14728090322,14236074619,13725751702,13056290055,11762035599,14333178334,16735042473
Faeroe Islands,"Goods imports (BoP, current US$)",,,,,,,,,,,372930000,454770000,514590000,478840000,471580000,683540000,608531994,678903959.5,751436163.5,970728759.7,942009474.6,752625065.2,744694411.6,949025029,,,,,,,,,,,
Fiji,"Goods imports (BoP, current US$)",389160466.3,488966292.1,641633231.9,549351685.7,538792374.5,652818991.1,719678989.2,761412657,839948692.4,818882366.2,614550914.8,653271561.8,763037190.5,768598916.7,794502224.2,1050845218,1274016897,1365238036,1555553996,1575425038,1983206947,1244578112,1558501745,1926437599,1974596648,2301168048,2236956855,1879449637,1920559388,2078624511,2362276412,2414328869,1479333712,1834149545,2679559492
Finland,"Goods imports (BoP, current US$)",20729388600,23148655219,25454819309,20239487304,19641675052,16917406491,21716585628,27337748454,28574446862,28829211430,29107518215,29019006046,31330736653,29663631618,31348602323,38976862017,47478885011,55269288280,65390739995,76931894706,86318547859,58287647778,65197990909,79687480231,73610894452,74677955555,72615099350,56697785382,58302942652,65509639633,73970902320,70111465466,64189982830,80204017861,93407579678
Fm Sudan,"Goods imports (BoP, current US$)",948533333.3,1051000000,648800000,1138200000,810200000,532800000,1045400000,1066000000,1339500000,1421900000,1732200000,1256000000,1366300000,1395100000,2293830000,2536100000,3586180000,5945992800,7104688800,7722404800,8229359600,8528005200,8839397166,8127556800,8122679840,8727899840,8105922880,8558203500,7479546300,8220301119,7065072571,8361475039,8853908794,8904641732,9985364050
France,"Goods imports (BoP, current US$)",1.68731E+11,1.81686E+11,2.20789E+11,2.17717E+11,2.2399E+11,1.90559E+11,2.17651E+11,2.59192E+11,2.59051E+11,2.52788E+11,2.70882E+11,2.74085E+11,2.92717E+11,2.86748E+11,2.96258E+11,3.51872E+11,4.166E+11,4.58877E+11,5.12355E+11,5.90215E+11,6.74379E+11,5.21722E+11,5.71216E+11,6.77235E+11,6.30559E+11,6.3899E+11,6.37038E+11,5.54026E+11,5.56913E+11,6.11249E+11,6.74034E+11,6.49182E+11,5.7203E+11,7.01546E+11,8.13875E+11
French Polynesia,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,1127100942,1527437824,1439729179,1592935568,1612271528,1828878067,2157223906,1671547524,1732150277,1777876889,1698124584,1782680703,1746687947,1498869340,1487743958,,,,,,
Gabon,"Goods imports (BoP, current US$)",791241931.7,751673233.5,805098601.4,861021096.7,886313816,845097542.3,776650491.9,880892290.1,961645319,1030616011,1163222198,910529138.2,798060301.2,847461619,934977086.6,1042879685,1215634046,1358849837,,1890185750,2143317431,2576868346,3125800174,3655854804,3645371361,4049339827,3852053804,3171354403,,,,,,,
"Gambia, The","Goods imports (BoP, current US$)",106563043.9,116264305,145005855.3,168217829.9,182559807.3,208175628.3,179945858.4,161416309.1,214276087.5,201741801.6,,,,,,130456325.4,202769689.7,222607885.1,222215138.2,279566039.1,274213163.3,259958864.7,245762740.7,292985196.2,325935524.5,298288538,330419020.4,334386543.9,310504706.8,469970465.4,579056166.5,532470804.1,581815543.3,607359368,
Georgia,"Goods imports (BoP, current US$)",,,,,,,,,,1162900000,994500000,863400000,1013301784,1001561754,1070816314,1426422393,1985880976,2631405483,3642934227,4944364569,6224462553,4270445004,5021340415,6722567599,7685207566,7697005713,8280714563,6972980228,6747227737,7379116075,8522279476,8737266307,7511521844,9328889398,12636269256
Germany,"Goods imports (BoP, current US$)",2.32241E+11,2.51416E+11,3.24091E+11,3.61934E+11,3.78254E+11,3.17274E+11,3.51788E+11,4.25339E+11,4.19342E+11,4.08304E+11,4.30638E+11,4.38556E+11,4.5849E+11,4.45973E+11,4.44511E+11,5.54374E+11,6.63587E+11,7.24097E+11,8.55367E+11,9.94244E+11,1.1252E+12,8.77209E+11,9.99138E+11,1.20345E+12,1.1173E+12,1.15237E+12,1.17882E+12,1.01878E+12,1.02533E+12,1.13188E+12,1.2615E+12,1.22063E+12,1.14051E+12,1.38351E+12,1.51311E+12
Ghana,"Goods imports (BoP, current US$)",993400000,1011600000,1205000000,1318700000,1456500000,1728000000,1579900000,1687800000,1950650000,2143720000,2991600000,3279900000,2766555192,2968511883,2707019112,3232824021,4297278948,5347309681,6753675316,8066114752,10268499316,8046260000,10922100000,15837733213,17763163562,17600235990,14600029644,13465053156,12910204931,12647770000,13134075353,13410702464,12428560844,13628652285,14621226763
Greece,"Goods imports (BoP, current US$)",12042000000,13401000000,16564000000,16932630000,17637000000,15611000000,16611000000,20343000000,21395000000,20951000000,,26373287804,30320946979,29620835751,31261741971,38083400121,47240574302,51680258913,64189574811,80661997395,93768545747,63885277561,59785809475,65380913501,53157220535,63315640334,65127203235,47121117240,47087774930,54091782783,64740591423,61880587201,54171105483,77461478479,97208179053
Greenland,"Goods imports (BoP, current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grenada,"Goods imports (BoP, current US$)",92185185.19,99037037.04,106262963,113581481.5,103177777.8,118125925.9,119448148.1,129777777.8,147414814.8,154903703.7,183011111.1,184574074.1,220940740.7,196829629.6,181418518.5,228474074.1,226747037,299962963,297085185.2,327889434.1,338763281.5,262877427,285573046.7,295295244.4,300315253.3,324224690.4,305760094.9,307073173.6,307686682.6,369853211.6,410900692.9,417678506.7,345804479.6,392773001.5,517846690.4
